name,taxid,ERR14789353,ERR14789354,ERR14789355,ERR14789356,ERR14789357,ERR14789358,ERR14789359,ERR14789360,ERR14789361,ERR14789362,ERR14789363,ERR14789364,ERR14789365,ERR14789366,ERR14789367,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
            Alphanudivirus,1511853,,,,,0.15,0.13,0.19,,0.46,0.28,0.16,,,0.31,0.2,,,,,,,,,,,
                  Marseillevirus,1513458,,,,,,0.06,,,,0.24,,,,,,5755.0,Acanthamoeba castellanii,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Pimascovirales incertae sedis,Marseilleviridae,Marseillevirus,
                Gemycircularvirus,1542744,0.04,,0.21,,,,,0.09,,1.82,,0.86,,,,9852.0,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus lepam1,
              Charlievirus,1623280,,,0.23,,,,,,,,,,0.25,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Charlievirus,Charlievirus Aggie,,dsDNA
              Cheoctovirus,1623281,,,0.79,,,,,,,,,0.77,,,0.52,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cheoctovirus,unclassified Cheoctovirus,,dsDNA
              Detrevirus,1623287,,,,,,0.32,0.22,0.16,,0.87,0.37,,,0.48,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Detrevirus,Detrevirus D3,,dsDNA
              Dhillonvirus,1623289,,0.06,,,0.16,0.09,,,,,,,,0.1,0.11,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,unclassified Dhillonvirus,,dsDNA
              Pegunavirus,1623295,,,,,0.29,,,,,,,,,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pegunavirus,Pegunavirus suffolk,,dsDNA
              Stanholtvirus,1623297,,,,,0.43,0.32,0.2,0.09,0.42,,,,,0.19,0.12,292.0,Burkholderia cepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Stanholtvirus,unclassified Stanholtvirus,,dsDNA
              Skunavirus,1623305,0.06,,,,,,,,,,,,,,0.16,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skunavirus,unclassified Skunavirus,,dsDNA
              Lessievirus,1720323,,0.16,0.31,0.31,0.29,0.16,0.19,0.14,0.58,,0.08,,0.26,0.15,0.22,32008.0,Burkholderia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lessievirus,Lessievirus bcep22,,dsDNA
              Hollowayvirus,1720324,0.11,0.4,1.3,0.25,0.39,0.1,0.19,0.07,,0.28,0.26,,1.49,0.25,0.3,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hollowayvirus,unclassified Hollowayvirus,,dsDNA
                  Sicinivirus,1755587,0.06,,,,,,,,,,,,,,,8782.0,Aves,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Kodimesavirinae,Sicinivirus,
                  Alphatrevirus,1910951,0.05,0.08,,0.29,,,,,,0.18,0.16,,0.21,,,561.0,Escherichia,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus,
                  Gequatrovirus,1910952,,0.13,0.19,,0.16,0.13,0.12,0.11,,,,,0.17,0.09,,562.0,Escherichia coli,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus,
                  Jerseyvirus,1910991,0.05,,,,,,,,,,,,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Jerseyvirus,dsDNA
                  Kagunavirus,1910992,0.18,0.28,0.5,0.44,0.34,0.28,0.19,0.4,0.92,0.13,0.11,0.22,0.21,0.22,0.44,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Kagunavirus,dsDNA
                  Cornellvirus,1910993,0.21,,,,,,,,,,,,,,,340188.0,Salmonella enterica subsp. enterica serovar Cerro,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Cornellvirus,dsDNA
                  Alphacarmovirus,1911599,0.16,,,0.31,,,,,,0.13,0.08,0.29,,0.09,0.12,,,,,,,,,,,
                  Gammacarmovirus,1911601,0.87,0.24,0.56,1.29,,1.3,0.27,0.71,1.19,0.3,0.26,1.45,,0.32,0.94,,,,,,,,,,,
              Certrevirus,1914850,,,,,,,,,,,,,0.24,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Certrevirus,Certrevirus CR3,,dsDNA
              Seunavirus,1914851,0.03,,,,,,,,,,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,unclassified Seunavirus,,dsDNA
              Vequintavirus,1914852,,0.12,0.25,0.44,,,0.08,,0.62,,0.19,,0.33,0.09,0.22,197.0,Campylobacter jejuni,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus PDX,Vequintavirus FFH2,dsDNA
              Mapvirus,1920750,,,,,0.18,0.26,0.18,0.06,,,,,,0.11,,1770.0,Mycobacterium avium subsp. paratuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mapvirus,Mapvirus Ff47,,dsDNA
                  Gamaleyavirus,1920753,0.05,0.18,0.39,0.62,,0.09,,0.08,0.62,0.2,0.34,0.31,0.31,,0.14,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Gamaleyavirus,dsDNA
                  Litunavirus,1920762,,0.06,,,,,,,,,0.13,,,,,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Migulavirinae,Litunavirus,dsDNA
                  Drulisvirus,1920774,0.28,0.2,0.35,0.33,,0.11,0.23,0.17,0.73,0.21,,,0.41,0.16,0.43,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Drulisvirus,dsDNA
                Webervirus,1920860,0.11,,,,,,,,,,,,,,,548.0,Klebsiella aerogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Webervirus,Webervirus F20,dsDNA
              Nonagvirus,1921117,,0.05,,,,,,,,,,,,,0.12,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonagvirus,Nonagvirus nv9g,,dsDNA
                  Pakpunavirus,1921407,,,,,,,,,,0.42,,,,,,3374103.0,Limnohabitans sp. DCL3,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Skurskavirinae,Pakpunavirus,dsDNA
              Septimatrevirus,1921544,0.1,0.12,0.21,0.22,,0.07,0.13,0.12,,,,,,,0.23,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Septimatrevirus,Septimatrevirus C1,Septimatrevirus sv73,dsDNA
                  Wphvirus,1922327,,,,,,,,,,0.13,,,,,,29339.0,Bacillus thuringiensis serovar kurstaki,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Wphvirus,dsDNA
                Gemykibivirus,1941236,0.11,0.09,0.81,,,0.14,,0.14,,,,2.62,0.34,,0.35,9662.0,Meles meles,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus badas1,
                  Orthonairovirus,1980517,,,,,,,,,,,0.13,,0.17,,,44320.0,Argas hermanni,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Bunyaviricetes,Hareavirales,Nairoviridae,Orthonairovirus,-ssRNA
              Yokohamavirus,1980938,,,,,,0.08,,,,,,,,,,636.0,Edwardsiella tarda,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Yokohamavirus,Yokohamavirus MSW3,,dsDNA
              Mudcatvirus,1982088,0.03,,,,,,,,,,,,,,,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mudcatvirus,Mudcatvirus arcadia,,dsDNA
              Nipunavirus,1982239,,0.05,,,0.18,,0.08,,,0.16,,,0.19,0.1,0.4,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nipunavirus,Nipunavirus quinobequin,Nipunavirus NP1,dsDNA
                  Pamexvirus,1982355,,,0.21,,,,,,,,,,,,,652611.0,Pseudomonas aeruginosa PA14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Pamexvirus,dsDNA
              Pepyhexavirus,1982367,0.03,,,,,,,,,,,,,,,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pepyhexavirus,Pepyhexavirus pepy6,,dsDNA
              Titanvirus,1982573,,,,,,,,,,,,,,,0.11,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Titanvirus,Titanvirus rcspartan,,dsDNA
                  Johnsonvirus,1982576,0.03,,,,,,,,,,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Johnsonvirus,dsDNA
              Rosebushvirus,1982900,,,,,,,,,,,,0.45,,,,246196.0,Mycolicibacterium smegmatis MC2 155,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rosebushvirus,Rosebushvirus rosebush,,dsDNA
                  Kolesnikvirus,1985293,,,,,,,,,,,0.12,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Kolesnikvirus,dsDNA
                Gemykrogvirus,1985367,0.09,0.42,,,,0.25,,0.08,,,,,,,,7460.0,Apis mellifera,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykrogvirus,Gemykrogvirus apime1,
                  Friunavirus,1985711,,,,,,0.06,,,,0.24,0.08,,,,,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Beijerinckvirinae,Friunavirus,dsDNA
                  Przondovirus,1985720,0.04,,,,,,,,,,,,0.28,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Przondovirus,dsDNA
                  Pradovirus,1985733,0.06,,,,,,0.07,0.06,,0.25,0.9,,0.17,0.22,,456327.0,Xanthomonas euvesicatoria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Gujervirinae,Pradovirus,dsDNA
          Pandoravirus,2060084,0.06,0.09,,,,0.2,0.27,,,0.26,0.7,,0.69,,1.26,,,,,,,,,,,
                Machinavirus,2169624,,0.06,,,,,0.11,,,,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Machinavirus,Machinavirus machina,dsDNA
                  Jwalphavirus,2169642,,0.05,0.2,0.35,,,,,1.1,,,,0.2,,,85698.0,Achromobacter xylosoxidans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Jwalphavirus,dsDNA
                  Ithacavirus,2169643,0.06,,,,,,,0.06,,,,,,,,98360.0,Salmonella enterica subsp. enterica serovar Dublin,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Ithacavirus,dsDNA
                Huchismacovirus,2169662,,0.06,,,,0.06,,,,,,,,,,9031.0,Gallus gallus,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Huchismacovirus,Huchismacovirus chicas1,
                Ahduovirus,2560084,,,,,,0.12,0.11,,,,,,,,,95486.0,Burkholderia cenocepacia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Ahduovirus,Ahduovirus AH2,dsDNA
              Alcyoneusvirus,2560086,,0.07,,,,0.05,,,,0.2,,,,,,570.0,Klebsiella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Alcyoneusvirus,Alcyoneusvirus K641,,dsDNA
              Dismasvirus,2560122,0.14,,,,,,,,,,,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dismasvirus,unclassified Dismasvirus,,dsDNA
              Eneladusvirus,2560128,,,,,,,,,,,0.13,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eneladusvirus,Eneladusvirus BF,,dsDNA
              Fipvunavirus,2560132,,,,,,,,,,,0.12,,,,,96345.0,Flavobacterium psychrophilum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fipvunavirus,unclassified Fipvunavirus,,dsDNA
              Gustavvirus,2560144,0.03,,0.21,,,,,,,,,,0.21,,,2055.0,Gordonia terrae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Gustavvirus,Gustavvirus gustav,,dsDNA
                Locarnavirus,2560169,0.03,,,,,,,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Marnaviridae,Locarnavirus,Locarnavirus jerichoensis,
                  Otagovirus,2560197,0.04,,,0.53,,,,,1.48,,,,,,,204039.0,Dickeya dianthicola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Gorskivirinae,Otagovirus,dsDNA
                  Phimunavirus,2560202,0.06,0.15,0.39,,,0.06,,0.09,0.75,0.87,0.19,0.23,0.41,,0.23,29471.0,Pectobacterium atrosepticum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Phimunavirus,dsDNA
              Popoffvirus,2560208,0.29,1.64,2.04,1.94,0.87,0.55,1.01,0.95,2.86,1.73,1.79,1.51,2.19,0.51,0.87,645.0,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Popoffvirus,Popoffvirus pv56,,dsDNA
                Sanovirus,2560222,0.03,0.05,,,,,0.1,,,,0.13,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sanovirus,unclassified Sanovirus,dsDNA
                Sugarlandvirus,2560233,,0.06,,0.22,,,0.08,,,,,,,,0.12,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Sugarlandvirus,Sugarlandvirus AmPhEK80,dsDNA
                Tulanevirus,2560244,,0.1,,,,,0.1,,,,0.1,,,0.1,0.16,645.0,Aeromonas salmonicida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tulanevirus,Tulanevirus bteighttwo,dsDNA
                  Pettyvirus,2731671,,,,,,,,,,0.14,0.08,,,,,,,,,,,,,,,
                Gyeongsanvirus,2731942,,,,,,,,,,,,,,0.09,,305.0,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autographivirales incertae sedis,Gyeongsanvirus,Gyeongsanvirus DURPI,dsDNA
                Kalppathivirus,2731949,,,,,,,,,,,0.16,,,,,1888168.0,Curvibacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Kalppathivirus,Kalppathivirus P26059B,dsDNA
                Shenzhenvirus,2732038,,,,,,,,,,,,,,,0.11,196023.0,Aeromonas hydrophila subsp. hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Shenzhenvirus,unclassified Shenzhenvirus,dsDNA
                  Helsettvirus,2732684,,0.08,,,,,,,,0.3,0.31,,0.33,,,34051.0,Yersinia enterocolitica (type O:3),Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Helsettvirus,dsDNA
                  Kayfunavirus,2732686,0.14,,,,,,,,,,,,0.26,,,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Kayfunavirus,dsDNA
                Tunggulvirus,2732909,,,,0.97,,,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Tunggulvirus,Tunggulvirus f2,dsDNA
                  Kotilavirus,2732921,,0.06,,,,,,,,,,,,,,554.0,Pectobacterium carotovorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Kotilavirus,dsDNA
                  Stompvirus,2732922,0.05,0.09,,0.24,,,0.1,,,,,,,,0.15,1778540.0,Dickeya fangzhongdai,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Corkvirinae,Stompvirus,dsDNA
                Stubburvirus,2732924,,0.07,0.19,,0.16,,0.27,,,0.13,0.7,,0.26,0.17,0.23,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Stubburvirus,Stubburvirus LKA1,dsDNA
                  Koutsourovirus,2732938,,0.05,,,,,,,,,,,0.19,0.1,0.21,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Koutsourovirus,dsDNA
                  Pahsextavirus,2732963,0.05,0.08,,,,,,,,,,,,,,196024.0,Aeromonas dhakensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chaseviridae,Nefertitivirinae,Pahsextavirus,dsDNA
                Harbinvirus,2732970,,0.08,,,,,,,,,,,,,,1590.0,Lactiplantibacillus plantarum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Harbinvirus,Harbinvirus bacchae,dsDNA
                Aresaunavirus,2732972,,,,,0.41,0.26,,,,,,,,,,305.0,Ralstonia solanacearum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Aresaunavirus,Aresaunavirus RSA1,dsDNA
                Citexvirus,2732977,,,,,0.31,0.13,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Citexvirus,,dsDNA
                Kisquattuordecimvirus,2732982,,,,,,0.06,,,,,,,,,,337.0,Burkholderia glumae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Kisquattuordecimvirus,Kisquattuordecimvirus FLC10,dsDNA
