name,taxid,ERR14789307,ERR14789308,ERR14789309,ERR14789310,ERR14789311,ERR14789312,ERR14789313,ERR14789314,ERR14789315,ERR14789316,ERR14789317,ERR14789318,ERR14789319,ERR14789320,ERR14789321,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
                Cyclovirus,742914,,,,,,0.62,0.18,,,0.33,0.42,,0.16,,,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Cyclovirus mchwa,
                  Felixounavirus,1198140,,,,,0.08,,,,,,,,,,,991919.0,Escherichia coli O145:NM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Felixounavirus,dsDNA
                  Alphanecrovirus,1299309,,,,,,,,,,,,,0.11,,,,,,,,,,,,,
                  Protoparvovirus,1506574,,,,,,,0.5,,,,,,,,,9685.0,Felis catus,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Parvovirinae,Protoparvovirus,
                  Bocaparvovirus,1507401,,0.58,0.69,,0.16,,,,,0.26,0.17,,,,,188568.0,Aselliscus stoliczkanus,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Parvovirinae,Bocaparvovirus,
                Gemycircularvirus,1542744,,,,,,1.25,,,0.91,,,,,,,9852.0,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus lepam1,
              Cheoctovirus,1623281,,,,,0.43,,,,,,,,,,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cheoctovirus,unclassified Cheoctovirus,,dsDNA
                Chivirus,1623283,,,,,0.09,,,,,,,,,,,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Chivirus,,dsDNA
              Coetzeevirus,1623300,,,,,0.1,,,,,,,,,,,1582.0,Lacticaseibacillus casei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Coetzeevirus,unclassified Coetzeevirus,,dsDNA
              Skunavirus,1623305,0.27,0.39,,,0.16,,0.11,0.19,,0.25,,,0.22,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skunavirus,unclassified Skunavirus,,dsDNA
              Hollowayvirus,1720324,,,,,0.12,,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hollowayvirus,unclassified Hollowayvirus,,dsDNA
                  Alphatrevirus,1910951,,,,,,,,,,,0.17,,,,,561.0,Escherichia,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus,
                  Gequatrovirus,1910952,,,,,,,,,,,,,,0.57,,562.0,Escherichia coli,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus,
                  Jerseyvirus,1910991,,,,,,,,0.44,,,,,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Jerseyvirus,dsDNA
                  Kagunavirus,1910992,1.11,1.32,1.35,,0.79,0.37,0.73,3.06,0.53,0.54,1.0,0.81,1.05,1.24,0.84,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Kagunavirus,dsDNA
                  Cornellvirus,1910993,,,,,0.14,,0.12,,,,,,,,,340188.0,Salmonella enterica subsp. enterica serovar Cerro,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Cornellvirus,dsDNA
                  Gammacarmovirus,1911601,0.76,2.37,0.34,,,1.22,0.65,0.78,0.48,0.69,3.62,2.08,0.27,0.95,,,,,,,,,,,,
              Certrevirus,1914850,,,,,0.15,,,,,,,,0.1,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Certrevirus,Certrevirus CR3,,dsDNA
              Obolenskvirus,1915205,,,,,0.16,,,,,,,,0.16,,,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Obolenskvirus,unclassified Obolenskvirus,,dsDNA
              Jilinvirus,1918725,,,,,0.14,,,,,,,,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Jilinvirus,unclassified Jilinvirus,,dsDNA
                  Gamaleyavirus,1920753,0.27,,0.32,,0.49,0.21,0.48,0.42,1.05,0.37,0.58,,1.02,,,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Gamaleyavirus,dsDNA
                  Litunavirus,1920762,,,,,0.08,,,,,,,,,,,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Migulavirinae,Litunavirus,dsDNA
                  Drulisvirus,1920774,0.96,,0.34,,0.86,,0.55,1.75,1.82,0.26,0.37,0.65,0.34,,0.61,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Drulisvirus,dsDNA
                Webervirus,1920860,4.41,3.34,3.75,8.42,6.23,4.04,3.13,7.81,6.42,3.46,2.93,3.99,3.86,5.1,5.36,548.0,Klebsiella aerogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Webervirus,Webervirus F20,dsDNA
                Gemykibivirus,1941236,,0.47,0.34,,,5.31,0.44,,0.67,0.26,,,,,,9662.0,Meles meles,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus badas1,
              Mudcatvirus,1982088,,,,,0.14,,,,,,,,0.1,,,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mudcatvirus,Mudcatvirus arcadia,,dsDNA
              Gordonvirus,1982152,,,,,0.19,,,,,,,,,,,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Gordonvirus,Gordonvirus breylor17,,dsDNA
              Nipunavirus,1982239,,,,,0.08,,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nipunavirus,Nipunavirus quinobequin,Nipunavirus NP1,dsDNA
              Pepyhexavirus,1982367,,,,,0.11,,,,,,,,,,,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pepyhexavirus,Pepyhexavirus pepy6,,dsDNA
              Roufvirus,1982370,,,,,0.15,,0.12,,,,0.11,,0.2,,,728059.0,Aeromonas sp. IS4,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Roufvirus,Roufvirus pIS4A,,dsDNA
                  Johnsonvirus,1982576,,,,,0.25,,0.11,,,,,,,0.42,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Johnsonvirus,dsDNA
                Gemyduguivirus,1985365,,,,,,0.39,,,,,,,,,,496566.0,Artemisia carvifolia,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemyduguivirus,Gemyduguivirus arteca1,
                Gemygorvirus,1985366,,,,,,0.42,,,,,,,,,,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemygorvirus,Gemygorvirus hydro1,
                Gemykrogvirus,1985367,,,,,,,,,,,,,,,1.23,7460.0,Apis mellifera,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykrogvirus,Gemykrogvirus apime1,
                  Przondovirus,1985720,,,,,0.23,,0.16,0.6,1.06,,0.2,0.25,0.22,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Przondovirus,dsDNA
                  Pradovirus,1985733,,,,,0.12,0.21,0.11,,,,,,,,,456327.0,Xanthomonas euvesicatoria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Gujervirinae,Pradovirus,dsDNA
          Pandoravirus,2060084,,,,,0.16,,,0.44,,,,,0.21,,,,,,,,,,,,,
                Husavirus,2219049,,,,,,,0.1,,,0.19,0.22,,,,,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,unclassified Picornavirales,Husavirus,unclassified Husavirus,
              Bingvirus,2560103,,,,,0.12,,,,,,,,,,,1916.0,Streptomyces lividans,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bingvirus,Bingvirus bing,,dsDNA
                  Ceetrepovirus,2560111,,,,,0.12,,,,,,,,,,,38305.0,Corynebacterium vitaeruminis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zierdtviridae,Toshachvirinae,Ceetrepovirus,dsDNA
              Fipvunavirus,2560132,,,,,0.08,,,,,,,,,,,96345.0,Flavobacterium psychrophilum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fipvunavirus,unclassified Fipvunavirus,,dsDNA
              Rimavirus,2560214,,,,,0.11,,,,,,,,,,,1911.0,Streptomyces griseus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rimavirus,Rimavirus rima,,dsDNA
                Sanovirus,2560222,,,,,0.1,,0.1,,,,,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sanovirus,unclassified Sanovirus,dsDNA
              Phapecoctavirus,2733124,,,,,0.2,,0.17,0.21,,,0.26,,0.14,,,472.0,Acinetobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phapecoctavirus,unclassified Phapecoctavirus,,dsDNA
              Feofaniavirus,2733174,,,,,0.09,,,,,,,,,,,551.0,Erwinia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Feofaniavirus,Feofaniavirus Eho49,,dsDNA
                  Blattambidensovirus,2733224,0.25,,,,,0.48,0.14,,,,,,,,,9433.0,Miniopterus schreibersii,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Blattambidensovirus,
                  Pefuambidensovirus,2733227,,,,,,,0.14,,,,,,,,,301905.0,Ortmanniana pectorosa,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Pefuambidensovirus,
                  Protoambidensovirus,2733228,,,,,,,0.24,0.18,,,,,,1.45,,1.0,root,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Densovirinae,Protoambidensovirus,
                  Fadolivirus,2763561,,,,,0.08,,,,,,,,,,,5778.0,Vermamoeba vermiformis,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Klosneuvirinae,Fadolivirus,
                Adahmuvirus,2842361,0.66,,,,,,,0.2,,,,0.23,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Adahmuvirus,Adahmuvirus asiocola,+ssRNA
                Alehxovirus,2842364,,,,,,,0.12,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Alehxovirus,Alehxovirus humivicinum,+ssRNA
              Akonivirus,2842540,0.32,,,,0.35,,0.14,,,,0.16,,0.1,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akonivirus,Akonivirus akoni,,dsDNA
                  Dongdastvirus,2842653,,,,,0.13,,,,,,,,,,,,,,,,,,,,,
                Gihfavirus,2842702,,,,,,0.58,,0.6,1.82,,0.12,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus chorovivens,+ssRNA
              Henunavirus,2842727,,,,,0.08,,,,,,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Henunavirus,Henunavirus hena1,,dsDNA
                  Henuseptimavirus,2842728,0.32,,,,0.31,,0.35,,,0.59,0.64,,0.17,,0.73,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Henuseptimavirus,dsDNA
                Icepovirus,2842751,,,,,0.08,,,,,,,,,,,666.0,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Zobellviridae,Icepovirus,Icepovirus bengalense,dsDNA
                Icumivirus,2842754,,,,,,,0.15,,,0.19,,,0.31,0.42,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Icumivirus,Icumivirus limivivens,+ssRNA
                  Inbricusvirus,2842758,,,,,0.31,,0.14,,,,0.15,0.23,0.17,,,663959.0,Pseudomonas syringae pv. avii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,dsDNA
                Ishugivirus,2842767,,,,,,,0.18,0.58,0.91,0.17,0.11,,0.11,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ishugivirus,Ishugivirus pelohabitans,+ssRNA
                  Kaypoctavirus,2842786,,,,,0.62,0.23,0.36,,,0.29,0.26,,0.57,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Kaypoctavirus,dsDNA
                Kemicevirus,2842792,0.3,1.08,1.26,,,0.89,1.42,0.84,0.77,1.01,1.05,1.44,0.72,0.5,1.68,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kemicevirus,Kemicevirus caenicola,+ssRNA
              Kenoshavirus,2842796,,,,,0.16,,,,,,,,0.19,,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kenoshavirus,unclassified Kenoshavirus,,dsDNA
                Kinglevirus,2842802,,,1.01,,,2.03,0.84,1.64,8.78,0.68,0.97,2.37,0.6,1.45,2.4,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Kinglevirus,Kinglevirus lutadaptatum,+ssRNA
                Kohmavirus,2842807,,,,,,,0.54,,,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Kohmavirus,Kohmavirus luticola,+ssRNA
                Kowinovirus,2842810,,,,,,,,,0.58,,,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kowinovirus,Kowinovirus pelenecus,+ssRNA
                Limaivirus,2842826,,,,,,,,,,,0.23,,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Limaivirus,Limaivirus borborocola,+ssRNA
              Mydovirus,2842888,0.82,0.36,0.44,,0.29,,0.36,0.83,1.78,0.26,0.32,0.43,0.28,0.89,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mydovirus,unclassified Mydovirus,,dsDNA
                Pokkenvirus,2842972,,,,,0.11,,,,,,,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pokkenvirus,Pokkenvirus paxi,dsDNA
                  Pourcelvirus,2842976,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
                  Pylasvirus,2842993,,,,,0.28,,0.13,,,,,,0.1,,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Humphriesvirinae,Pylasvirus,dsDNA
              Tanisvirus,2843069,,,,,0.11,,,,,,,,0.33,,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tanisvirus,unclassified Tanisvirus,,dsDNA
              Tinytimothyvirus,2843096,0.49,,,,0.12,,,,,,,0.27,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tinytimothyvirus,Tinytimothyvirus alex44,,dsDNA
                  Yonginvirus,2843155,,,,,0.18,,,,,,,,0.15,,,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Yonginvirus,dsDNA
                Zurivirus,2843162,,,,,0.12,,,,,,,,,,,303.0,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zurivirus,Zurivirus zuri,dsDNA
              Astrithrvirus,2843350,,,,,0.21,,0.15,0.46,,,,,0.22,,,469.0,Acinetobacter,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Astrithrvirus,unclassified Astrithrvirus,,dsDNA
              Burrovirus,2843362,0.94,0.77,0.83,,1.72,0.62,0.77,0.67,1.15,0.71,0.68,1.6,0.87,2.13,1.28,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Burrovirus,Burrovirus araxxi,,dsDNA
                Labanvirus,2843408,,,,,0.08,,,,,,,,,,,2654243.0,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Duneviridae,Labanvirus,Labanvirus laban,dsDNA
              Lillamyvirus,2843418,,,,5.26,,,,,,,,,,,,2654243.0,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lillamyvirus,Lillamyvirus hemulen,,dsDNA
              Muminvirus,2843426,,,,8.42,,,0.38,,,,,,,,,2654245.0,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muminvirus,Muminvirus filifjonk,,dsDNA
                Yonseivirus,2843478,1.97,0.75,0.6,,1.21,0.48,0.52,0.64,1.2,0.49,0.31,0.86,0.72,1.18,0.61,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Yonseivirus,Yonseivirus N137,dsDNA
                  Kahnovirus,2942979,1.4,1.46,1.7,,1.79,0.91,1.19,1.08,0.67,0.85,0.85,0.86,1.38,1.3,,,,,,,,,,,,
                  Kehishuvirus,2942980,1.01,1.34,1.58,5.61,0.87,0.57,1.03,0.76,,0.61,0.72,0.34,0.96,0.91,0.95,329854.0,Bacteroides intestinalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kehishuvirus,dsDNA
                  Paundivirus,2942981,,,,,0.17,,0.16,,,,,,,,,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Paundivirus,dsDNA
                  Afonbuvirus,2942989,0.84,1.6,2.01,5.96,4.72,1.5,1.94,2.21,0.86,1.51,1.92,2.3,1.51,1.98,2.85,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Bearivirinae,Afonbuvirus,dsDNA
                  Canhaevirus,2942990,,0.36,0.37,,0.69,0.31,0.47,0.27,,0.26,0.36,0.52,0.42,,0.78,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Canhaevirus,dsDNA
                  Cohcovirus,2942991,0.61,0.86,0.92,,0.91,0.41,0.71,0.38,,0.57,0.62,0.43,0.76,0.8,1.17,,,,,,,,,,,
                  Culoivirus,2942992,0.28,,0.34,,0.4,,0.15,,,,0.16,0.32,0.17,,,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Culoivirus,dsDNA
                  Blohavirus,2942993,,0.36,0.36,,0.71,,0.28,0.32,,0.27,0.35,0.33,0.4,0.57,,,,,,,,,,,,
                  Buchavirus,2942994,0.64,1.13,1.03,4.21,1.0,0.54,0.74,0.51,,0.45,0.65,0.65,0.88,0.53,0.84,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Loutivirinae,Buchavirus,dsDNA
                Gwanakrovirus,2943008,,,,,0.11,0.25,,,,,,0.27,,,,79967.0,Erwinia pyrifoliae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Gwanakrovirus,Gwanakrovirus SNUABM08,dsDNA
                Salvovirus,2943016,1.9,0.8,0.95,,1.26,0.91,1.04,0.86,1.29,1.09,1.19,2.64,1.19,2.51,2.12,33013.0,Clavibacter michiganensis subsp. michiganensis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Salvovirus,unclassified Salvovirus,dsDNA
                Sessunavirus,2943018,,,,,0.15,,,,,,,,,,,1131.0,Synechococcus sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sessunavirus,Sessunavirus SESS1,dsDNA
                Sharonstreetvirus,2943019,,,,,0.25,,0.14,,,,0.12,0.34,0.18,,,644.0,Aeromonas hydrophila,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Sharonstreetvirus,unclassified Sharonstreetvirus,dsDNA
