host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class,taxid,matched_name
40888.0,Anthriscus cerefolium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
40919.0,Heracleum sphondylium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
40922.0,Anethum graveolens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
40954.0,Aethusa cynapium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
48027.0,Anthriscus sylvestris,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
49576.0,Torilis japonica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
105274.0,Chaerophyllum temulum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
305795.0,Oenanthe aquatica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,,12057,Sequivirus
35608.0,Artemisia annua,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus ARTVA,,12137,Sobemovirus
69266.0,Vaccinium corymbosum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,,12137,Sobemovirus
472369.0,Vaccinium angustifolium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,,12137,Sobemovirus
3394667.0,Vaccinium sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,,12137,Sobemovirus
4509.0,Dactylis glomerata,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,,12137,Sobemovirus
4565.0,Triticum aestivum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,,12137,Sobemovirus
112607.0,Cymbidium goeringii,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CYCMV,,12137,Sobemovirus
80369.0,Imperata cylindrica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,,12137,Sobemovirus
1056900.0,Ophiuros exaltatus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,,12137,Sobemovirus
3879.0,Medicago sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,,12137,Sobemovirus
78534.0,Trigonella foenum-graecum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,,12137,Sobemovirus
3649.0,Carica papaya,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus PLYV,,12137,Sobemovirus
126903.0,Physalis peruviana,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus PHYRMV,,12137,Sobemovirus
4530.0,Oryza sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus RYMV,,12137,Sobemovirus
4577.0,Zea mays,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus ROMOV,,12137,Sobemovirus
4498.0,Avena sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus RGMOV,,12137,Sobemovirus
206309.0,Sesbania grandiflora,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SEMV,,12137,Sobemovirus
8570.0,Serpentes,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SMAMV,,12137,Sobemovirus
81866.0,Nicotiana clevelandii,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SNMOV,,12137,Sobemovirus
85267.0,Solanum nodiflorum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SNMOV,,12137,Sobemovirus
3885.0,Phaseolus vulgaris,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SBMV,,12137,Sobemovirus
3847.0,Glycine max,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,,12137,Sobemovirus
3915.0,Vigna mungo,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,,12137,Sobemovirus
3917.0,Vigna unguiculata,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,,12137,Sobemovirus
3162414.0,Rubus sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SOMV,,12137,Sobemovirus
3900.0,Trifolium subterraneum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCMOV,,12137,Sobemovirus
3711.0,Brassica rapa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus TROV,,12137,Sobemovirus
49454.0,Nicotiana velutina,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus VTMOV,,12137,Sobemovirus
3864.0,Lens culinaris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3870.0,Lupinus albus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3885.0,Phaseolus vulgaris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3888.0,Lathyrus oleraceus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3906.0,Vicia faba,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3907.0,Vicia faba var. minor,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3912.0,Vicia narbonensis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
3920.0,Vigna unguiculata subsp. unguiculata,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
4076.0,Datura stramonium,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
4100.0,Nicotiana benthamiana,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
4102.0,Petunia x hybrida,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
49792.0,Anagyris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
49793.0,Anagyris foetida,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
81866.0,Nicotiana clevelandii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
118703.0,Nicotiana megalosiphon,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
299721.0,Sulla coronaria,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
1215880.0,Vicia faba var. major,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA,12148,Tymovirus
172790.0,Solanum phureja,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus latandigenum,+ssRNA,12148,Tymovirus
4088.0,Nicotiana quadrivalvis var. bigelovii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus mosandigenum,+ssRNA,12148,Tymovirus
4113.0,Solanum tuberosum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus mosandigenum,+ssRNA,12148,Tymovirus
113195.0,Asclepias viridis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,unclassified Tymovirus,+ssRNA,12148,Tymovirus
184140.0,Sicyos edulis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus chayotis,+ssRNA,12148,Tymovirus
165789.0,Capsicum annuum var. glabriusculum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus chiltepini,+ssRNA,12148,Tymovirus
255860.0,Diascia,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,unclassified Tymovirus,+ssRNA,12148,Tymovirus
45834.0,Solanum dulcamara,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus dulcamarae,+ssRNA,12148,Tymovirus
4081.0,Solanum lycopersicum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA,12148,Tymovirus
4111.0,Solanum melongena,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA,12148,Tymovirus
45840.0,Solanum seaforthianum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA,12148,Tymovirus
65352.0,Erysimum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus erysimi,+ssRNA,12148,Tymovirus
53866.0,Desmodium,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA,12148,Tymovirus
53889.0,Indigofera australis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA,12148,Tymovirus
76709.0,Kennedia rubicunda,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA,12148,Tymovirus
227725.0,Solanum quitoense,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus naranjillae,+ssRNA,12148,Tymovirus
4149.0,Scrophulariaceae,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus nemesiae,+ssRNA,12148,Tymovirus
87080.0,Vigna oblongifolia,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus abelmoschi,+ssRNA,12148,Tymovirus
200306.0,Nicotiana occidentalis subsp. hesperis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus abelmoschi,+ssRNA,12148,Tymovirus
200313.0,Nicotiana occidentalis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus abelmoschi,+ssRNA,12148,Tymovirus
455045.0,Abelmoschus esculentus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus abelmoschi,+ssRNA,12148,Tymovirus
58889.0,Ononis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus ononis,+ssRNA,12148,Tymovirus
3031349.0,Passiflora edulis f. edulis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus passiflorae,+ssRNA,12148,Tymovirus
304155.0,Physalis heterophylla,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus physalis,+ssRNA,12148,Tymovirus
3847.0,Glycine max,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus plantagonis,+ssRNA,12148,Tymovirus
4151.0,Antirrhinum majus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus plantagonis,+ssRNA,12148,Tymovirus
29818.0,Plantago major,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus plantagonis,+ssRNA,12148,Tymovirus
45318.0,Tetragonia tetragonoides,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus plantagonis,+ssRNA,12148,Tymovirus
90363.0,Scrophularia nodosa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus scrophulariae,+ssRNA,12148,Tymovirus
3705.0,Brassica,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus brassicae,+ssRNA,12148,Tymovirus
51351.0,Brassica rapa subsp. pekinensis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus brassicae,+ssRNA,12148,Tymovirus
82359.0,Cardamine lilacina,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus brassicae,+ssRNA,12148,Tymovirus
4686.0,Asparagus officinalis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus triasparagi,+ssRNA,12176,Potexvirus
63459.0,Chenopodium quinoa,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus triasparagi,+ssRNA,12176,Potexvirus
130426.0,Allium chinense,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus triasparagi,+ssRNA,12176,Potexvirus
3649.0,Carica papaya,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus babaci,+ssRNA,12176,Potexvirus
35926.0,Vasconcellea cundinamarcensis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus babaci,+ssRNA,12176,Potexvirus
66262.0,Chenopodium amaranticolor,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus babaci,+ssRNA,12176,Potexvirus
126820.0,Senna occidentalis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus babaci,+ssRNA,12176,Potexvirus
262696.0,Vasconcellea x heilbornii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,Potexvirus babaci,+ssRNA,12176,Potexvirus
