name,taxid,ERR14789259,ERR14789260,ERR14789261,ERR14789262,ERR14789263,ERR14789264,ERR14789265,ERR14789266,ERR14789267,ERR14789268,ERR14789269,ERR14789270,ERR14789271,ERR14789272,ERR14789273,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
                Peduovirus,140410,,,,,,,,,,,,,0.18,,,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Peduoviridae,Peduovirus,Peduovirus P2,dsDNA
                Norovirus,142786,,,0.09,,,,,,,,,,,,,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Norovirus norwalkense,
                Alphanodavirus,143920,0.93,4.59,2.46,1.74,11.4,1.36,1.82,0.94,1.29,2.85,0.28,1.91,0.79,0.67,0.51,295550.0,Heteronychus arator,Riboviria,Orthornavirae,Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Alphanodavirus,Alphanodavirus heteronychi,+ssRNA
                Prasinovirus,181084,0.07,,0.2,,,,,,,,,,,,,1075084.0,Bathycoccus prasinos RCC1105,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus,unclassified Prasinovirus,
                  Aureusvirus,186457,,0.06,,,,,,,,,,,,,,,,,,,,,,,,
              Ceduovirus,186532,0.24,0.06,0.09,1.6,,,,,,,,0.62,,,,1359.0,Lactococcus cremoris,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Ceduovirus,unclassified Ceduovirus,,dsDNA
              Fromanvirus,186764,0.11,0.07,,,,,,,,,,,,,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Fromanvirus,,,dsDNA
              Punavirus,186789,,,,,,,,,0.24,,,,0.26,,,561.0,Escherichia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Punavirus,Punavirus P1,,dsDNA
              Lederbergvirus,186794,0.13,0.22,0.32,0.21,,,,,,,,0.35,0.48,0.13,,439184.0,Escherichia coli RS218,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lederbergvirus,unclassified Lederbergvirus,,dsDNA
                  Panicovirus,186844,,0.08,0.35,,,,0.24,,,,,,,,,,,,,,,,,,,
                  Tequintavirus,187218,0.1,0.36,,,,,,,,,,,,0.25,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Demerecviridae,Markadamsvirinae,Tequintavirus,dsDNA
                Mamastrovirus,249588,0.33,0.43,0.83,0.8,,0.53,,0.48,,0.6,0.52,0.47,0.61,0.45,0.24,9606.0,Homo sapiens,Riboviria,Orthornavirae,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus melbournense,
                  Mimivirus,315393,0.23,0.17,0.23,0.16,,0.34,,,,,,,0.11,0.13,,5755.0,Acanthamoeba castellanii,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megamimivirinae,Mimivirus,
                  Enquatrovirus,371730,0.07,0.06,,,,,0.26,,,,,,,,,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Enquatrovirus,dsDNA
                  Phikmvvirus,477967,,,,,,,,,,,0.19,,0.23,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Krylovirinae,Phikmvvirus,dsDNA
              Rauchvirus,542959,0.38,0.24,0.56,0.59,,0.71,0.61,,0.44,0.2,0.13,0.22,,0.46,0.31,518.0,Bordetella bronchiseptica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Rauchvirus,Rauchvirus BPP1,,dsDNA
              Uetakevirus,542960,0.13,0.36,0.26,0.36,,0.35,0.39,,0.26,0.21,0.23,0.68,0.4,,,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Uetakevirus,unclassified Uetakevirus,,dsDNA
              Bruynoghevirus,545932,,,,,,,,,,,,0.24,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Bruynoghevirus,,,dsDNA
            Alphabaculovirus,558016,0.12,0.13,0.15,0.08,,,,,0.25,,0.18,,,0.12,,,,,,,,,,,,
            Betabaculovirus,558017,,,,,,,,,,,,,,,0.22,,,,,,,,,,,
                Kuravirus,680277,0.07,0.3,,0.1,,0.32,,,0.23,,,0.75,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mktvariviridae,Gordonclarkvirinae,Kuravirus,dsDNA
                  Felixounavirus,1198140,0.08,0.11,0.09,0.1,,,,0.7,,,,,,0.12,,991919.0,Escherichia coli O145:NM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Felixounavirus,dsDNA
                Kappatorquevirus,1218487,,,,,,,,,,,,,0.12,,,9823.0,Sus scrofa,Monodnaviria,Shotokuvirae,Commensaviricota,Cardeaviricetes,Sanitavirales,Anelloviridae,Kappatorquevirus,Kappatorquevirus suidak2a,
                  Alphanecrovirus,1299309,,0.23,,,,,,,,,,,,0.14,,,,,,,,,,,,
                  Betanecrovirus,1299311,,0.09,,,,,,,,,,,,,,,,,,,,,,,,
                  Bocaparvovirus,1507401,,,,0.11,,,,,,,,,,,,188568.0,Aselliscus stoliczkanus,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Parvovirinae,Bocaparvovirus,
                Gemycircularvirus,1542744,,0.4,0.22,2.18,,,,,,,,,,,0.73,9852.0,Alces alces,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus lepam1,
              Cheoctovirus,1623281,0.33,0.25,0.33,0.33,,,0.67,,,,,,,,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Cheoctovirus,unclassified Cheoctovirus,,dsDNA
                Chivirus,1623283,1.41,,,,,,,,,,,,,,,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Chivirus,,dsDNA
              Kostyavirus,1623284,,,0.25,,,,,,,,,,,,,1763.0,Mycobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kostyavirus,Kostyavirus kv244,,dsDNA
              Detrevirus,1623287,0.11,0.09,,,,,,,,,0.37,0.25,0.42,0.2,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Detrevirus,Detrevirus D3,,dsDNA
              Dhillonvirus,1623289,0.2,0.07,0.2,0.39,,0.15,,,,,0.14,,,,,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Dhillonvirus,unclassified Dhillonvirus,,dsDNA
                Brussowvirus,1623303,0.36,0.11,0.23,0.35,,0.29,,,,0.14,,,,0.15,0.28,1308.0,Streptococcus thermophilus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,dsDNA
                Moineauvirus,1623304,0.98,0.2,0.34,0.37,,0.46,,0.77,0.6,0.15,,,,0.31,1.16,1308.0,Streptococcus thermophilus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Aliceevansviridae,Moineauvirus,unclassified Moineauvirus,dsDNA
              Skunavirus,1623305,0.56,0.23,0.55,0.84,,0.96,0.5,0.21,,0.53,,,0.2,0.3,0.68,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Skunavirus,unclassified Skunavirus,,dsDNA
              Lessievirus,1720323,0.15,0.16,0.14,0.11,,,,,,,0.18,0.81,,,,32008.0,Burkholderia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lessievirus,Lessievirus bcep22,,dsDNA
              Hollowayvirus,1720324,0.55,0.38,0.35,0.63,,0.4,0.24,,0.2,0.27,,0.25,,0.23,0.35,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hollowayvirus,unclassified Hollowayvirus,,dsDNA
                  Silviavirus,1857889,,,,,,,,,,,0.28,,,,,1280.0,Staphylococcus aureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Twortvirinae,Silviavirus,dsDNA
                Betapolyomavirus,1891714,,,,,,,,,,,,0.34,,,,9785.0,Loxodonta africana,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus elephanti,
                  Alphatrevirus,1910951,0.12,0.08,0.11,0.13,,,,,,,,,,,,561.0,Escherichia,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Alphatrevirus,
                  Gequatrovirus,1910952,0.12,0.14,,,,,,,,,,,,,,562.0,Escherichia coli,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Gequatrovirus,
                  Sinsheimervirus,1910954,,0.25,,,,,,,,,,,,,,99287.0,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Bullavirinae,Sinsheimervirus,
                  Jerseyvirus,1910991,,0.1,0.08,0.08,,0.55,,0.53,,,0.23,,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Jerseyvirus,dsDNA
                  Kagunavirus,1910992,0.44,0.68,0.5,0.57,1.8,1.43,0.83,0.62,0.52,0.33,0.58,1.02,0.63,1.17,0.46,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Kagunavirus,dsDNA
                  Cornellvirus,1910993,0.16,0.56,0.32,0.27,,1.06,0.3,,,0.2,0.69,0.47,1.02,,,340188.0,Salmonella enterica subsp. enterica serovar Cerro,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Sarkviridae,Guernseyvirinae,Cornellvirus,dsDNA
                  Gammacarmovirus,1911601,0.09,0.18,0.3,0.19,,0.51,1.09,1.55,0.52,1.81,,0.39,0.28,,0.26,,,,,,,,,,,
                  Caeruleovirus,1911929,,,,,,,,0.56,,,,,,,,1404.0,Priestia megaterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Herelleviridae,Bastillevirinae,Caeruleovirus,dsDNA
                  Gaprivervirus,1913654,,0.07,,,,,,,,,,,,,,,,,,,,,,,,
              Certrevirus,1914850,0.11,0.06,,0.13,,,0.26,,,,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Certrevirus,Certrevirus CR3,,dsDNA
              Seunavirus,1914851,,,0.18,0.08,,,,,,,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Seunavirus,unclassified Seunavirus,,dsDNA
              Vequintavirus,1914852,0.99,0.22,0.44,0.34,,0.34,0.3,,0.42,0.27,,0.24,0.21,0.4,0.51,197.0,Campylobacter jejuni,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vequintavirus,Vequintavirus PDX,Vequintavirus FFH2,dsDNA
              Obolenskvirus,1915205,0.24,0.15,0.16,0.23,,,0.23,,,,0.45,0.45,1.34,,,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Obolenskvirus,unclassified Obolenskvirus,,dsDNA
                  Gamaleyavirus,1920753,1.22,1.62,1.41,0.58,,1.43,0.69,0.88,0.58,0.24,1.43,0.34,0.38,0.67,0.33,1884818.0,Escherichia sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Enquatrovirinae,Gamaleyavirus,dsDNA
                  Litunavirus,1920762,,0.08,0.1,0.1,,,,,,,,0.19,,0.55,,208964.0,Pseudomonas aeruginosa PAO1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Migulavirinae,Litunavirus,dsDNA
                  Drulisvirus,1920774,0.97,2.9,1.92,2.03,,1.83,6.15,2.01,0.98,1.6,1.84,1.52,0.56,1.09,1.43,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Slopekvirinae,Drulisvirus,dsDNA
                Webervirus,1920860,0.25,0.3,0.3,0.82,,0.22,,,,0.25,,0.28,0.11,2.89,0.38,548.0,Klebsiella aerogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Webervirus,Webervirus F20,dsDNA
                  Tlsvirus,1920865,,,,0.08,,,,,,,,,,,,184912.0,Citrobacter sp. TSA-1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Drexlerviridae,Tempevirinae,Tlsvirus,dsDNA
              Nonagvirus,1921117,0.23,0.09,,0.13,,,,,,,,,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonagvirus,Nonagvirus nv9g,,dsDNA
              Nonanavirus,1921122,,0.07,,,,,,,,,,,,,,2072463.0,Escherichia coli O78,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nonanavirus,unclassified Nonanavirus,,dsDNA
                  Pakpunavirus,1921407,,,,,,,,,,,,,0.28,,,3374103.0,Limnohabitans sp. DCL3,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Vandenendeviridae,Skurskavirinae,Pakpunavirus,dsDNA
              Kleczkowskavirus,1921525,,,,,,,,,,,,,0.13,,,526947.0,Rhizobium etli GR56,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kleczkowskavirus,Kleczkowskavirus RHEph4,,dsDNA
              Septimatrevirus,1921544,0.54,0.34,0.63,0.52,,0.56,0.54,,0.25,0.15,,0.19,,0.48,0.81,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Septimatrevirus,Septimatrevirus C1,Septimatrevirus sv73,dsDNA
              Enhodamvirus,1922329,,,,,,,,0.24,,,,,,,,666.0,Vibrio cholerae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Enhodamvirus,unclassified Enhodamvirus,,dsDNA
                Gemykibivirus,1941236,0.69,4.53,2.28,2.16,,0.39,0.38,0.68,0.23,0.35,,0.45,0.12,,,9662.0,Meles meles,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus badas1,
              Mudcatvirus,1982088,0.16,0.07,,0.08,,,,,,,,,,,,1771959.0,[Arthrobacter] sp. ATCC 21022,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mudcatvirus,Mudcatvirus arcadia,,dsDNA
                  Abidjanvirus,1982095,0.26,0.1,0.17,0.2,,0.5,0.32,,,,,,,0.11,0.18,47886.0,Pseudomonas luteola,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Abidjanvirus,dsDNA
              Eiauvirus,1982111,,,,,,,,,,,0.23,,,0.69,,67780.0,Edwardsiella ictaluri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Eiauvirus,Eiauvirus eiAU,,dsDNA
              Gordonvirus,1982152,0.09,0.11,0.09,,,,,,,,,,,,,1667.0,Arthrobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Gordonvirus,Gordonvirus breylor17,,dsDNA
              Nipunavirus,1982239,0.33,0.17,0.14,0.27,,0.2,0.28,0.22,0.31,0.16,,,,0.22,0.18,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nipunavirus,Nipunavirus quinobequin,Nipunavirus NP1,dsDNA
                  Pamexvirus,1982355,,,,0.08,,,,,,,,,,,,652611.0,Pseudomonas aeruginosa PA14,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mesyanzhinovviridae,Bradleyvirinae,Pamexvirus,dsDNA
              Pepyhexavirus,1982367,0.21,0.14,0.14,0.12,,0.17,,,,,,,,0.13,,1827.0,Rhodococcus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Pepyhexavirus,Pepyhexavirus pepy6,,dsDNA
              Roufvirus,1982370,,0.08,,,,,,,,,,,,,,728059.0,Aeromonas sp. IS4,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Roufvirus,Roufvirus pIS4A,,dsDNA
              Titanvirus,1982573,,,0.08,,,,,,,,,,,,,1414586.0,Rhodobacter capsulatus YW1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Titanvirus,Titanvirus rcspartan,,dsDNA
                  Johnsonvirus,1982576,0.11,0.1,0.1,,,0.15,,,,,,,,,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Erskinevirinae,Johnsonvirus,dsDNA
              Kochitakasuvirus,1982590,0.08,,,,,,,,,,,,,,,287.0,Pseudomonas aeruginosa,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kochitakasuvirus,Kochitakasuvirus KPP25,,dsDNA
                  Luzseptimavirus,1982594,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
              Likavirus,1982880,,,,,,,,,,,0.28,,,,,1911.0,Streptomyces griseus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Likavirus,Likavirus aaronocolus,,dsDNA
                  Kolesnikvirus,1985293,,0.07,,,,,,,,,,,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Kolesnikvirus,dsDNA
                  Mooglevirus,1985303,,0.09,,,,,,,,,,,,,,546.0,Citrobacter freundii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Andersonviridae,Ounavirinae,Mooglevirus,dsDNA
                  Jiaodavirus,1985325,,,,,,,,,,,,,,0.16,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Jiaodavirus,dsDNA
                Slopekvirus,1985328,,0.15,0.12,0.21,,0.62,,,,,,,,,,548.0,Klebsiella aerogenes,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Slopekvirus,Slopekvirus eap3,dsDNA
                Gemygorvirus,1985366,,0.11,,0.1,,,,,,,,,,,,1.0,root,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemygorvirus,Gemygorvirus hydro1,
                Gemykrogvirus,1985367,,0.08,0.3,0.69,,,,,,,,,,,,7460.0,Apis mellifera,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykrogvirus,Gemykrogvirus apime1,
                  Friunavirus,1985711,0.18,0.18,0.37,0.27,,0.22,0.46,0.23,0.23,0.34,1.54,1.5,5.06,,0.57,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Beijerinckvirinae,Friunavirus,dsDNA
                  Przondovirus,1985720,0.7,0.33,0.34,0.38,,0.82,0.38,0.48,0.52,0.13,0.14,,0.53,0.35,0.42,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autotranscriptaviridae,Studiervirinae,Przondovirus,dsDNA
                  Pradovirus,1985733,0.11,0.2,0.13,,,,0.22,,0.48,,,,0.22,,0.18,456327.0,Xanthomonas euvesicatoria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Gujervirinae,Pradovirus,dsDNA
          Pandoravirus,2060084,0.69,0.63,0.54,0.46,,,0.85,,,,,0.58,,0.7,,,,,,,,,,,,
                  Tupanvirus,2094720,0.1,0.07,,0.08,,,,,,,,,,,,5756.0,Acanthamoeba sp.,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Megamimivirinae,Tupanvirus,
                  Agtrevirus,2169532,,0.07,,,,,,,,,,,,,,61645.0,Enterobacter asburiae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Aglimvirinae,Agtrevirus,dsDNA
                  Kuttervirus,2169536,0.08,,,0.08,,,,,,,,,,,,550.0,Enterobacter cloacae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Ackermannviridae,Cvivirinae,Kuttervirus,dsDNA
              Limdunavirus,2169621,,,,0.21,,,,,,,,,,,0.18,1243.0,Leuconostoc,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Limdunavirus,unclassified Limdunavirus,,dsDNA
              Unaquatrovirus,2169622,,,,0.29,,,,,,,,,,,,1245.0,Leuconostoc mesenteroides,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Unaquatrovirus,Unaquatrovirus uv1A4,,dsDNA
                Machinavirus,2169624,0.28,,0.09,0.08,,,,,,0.16,,,,0.13,,552.0,Erwinia amylovora,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Chimalliviridae,Machinavirus,Machinavirus machina,dsDNA
              Svunavirus,2169625,0.07,,,,,,,,,,,,,,,391289.0,Bacillus sp. 6k512,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Svunavirus,Svunavirus sv1,,dsDNA
