name,taxid,ERR14789368,ERR14789369,ERR14789370,ERR14789371,ERR14789372,ERR14789373,ERR14789374,ERR14789375,ERR14789376,ERR14789377,ERR14789378,ERR14789379,ERR14789380,ERR14789381,ERR14789382,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
              Scapunavirus,2560225,,,,,,,0.24,,,,,0.46,,0.33,,1930.0,Streptomyces scabiei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Scapunavirus,unclassified Scapunavirus,,dsDNA
                Unahavirus,2560245,0.35,,,0.38,,0.28,,,,,,0.33,,0.39,0.61,96345.0,Flavobacterium psychrophilum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Duneviridae,Unahavirus,Unahavirus uv23T,dsDNA
                Ampunavirus,2732929,,,,,,,,,,,0.44,,,,,28450.0,Burkholderia pseudomallei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus BpAMP1,dsDNA
              Phapecoctavirus,2733124,,,,,,,,,,,,,0.19,,,472.0,Acinetobacter sp.,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Phapecoctavirus,unclassified Phapecoctavirus,,dsDNA
              Saclayvirus,2733128,0.33,0.3,0.52,,0.78,0.39,0.26,,,,,1.47,0.27,0.67,0.41,470.0,Acinetobacter baumannii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Saclayvirus,unclassified Saclayvirus,,dsDNA
              Armstrongvirus,2733167,0.3,0.64,0.34,0.83,0.27,,,,0.67,,0.56,0.42,0.6,0.55,0.41,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Armstrongvirus,Armstrongvirus armstrong,,dsDNA
              Feofaniavirus,2733174,,,,,,,,,,,,0.65,,,,551.0,Erwinia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Feofaniavirus,Feofaniavirus Eho49,,dsDNA
              Squashvirus,2733215,,,,,,,,,,,0.23,,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Squashvirus,unclassified Squashvirus,,dsDNA
                Apeevirus,2842379,,,,,,,,,,,,,,,0.38,70347.0,Acinetobacter higginsii,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Apeevirus,Apeevirus quebecense,+ssRNA
              Akonivirus,2842540,0.33,0.58,0.43,0.62,0.21,0.46,0.59,,,,,0.46,0.32,0.67,0.46,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Akonivirus,Akonivirus akoni,,dsDNA
                Cbunavirus,2842586,0.47,0.3,0.54,0.69,0.37,,0.24,,1.16,,,1.14,0.3,0.69,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Cbunavirus,unclassified Cbunavirus,dsDNA
                Cehakivirus,2842589,0.24,,,0.35,,,,,,,,0.33,,,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Cehakivirus,Cehakivirus limihabitans,+ssRNA
                  Dongdastvirus,2842653,,,,0.52,,,,,,,,,,,,,,,,,,,,,,
                Gihfavirus,2842702,,,,,,,2.73,3.37,,20.25,32.76,,,,3.13,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Gihfavirus,Gihfavirus chorovivens,+ssRNA
                  Inbricusvirus,2842758,0.16,,,0.73,,,,,,,,,,,,663959.0,Pseudomonas syringae pv. avii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Rothmandenesvirinae,Inbricusvirus,dsDNA
                Ishugivirus,2842767,0.73,,0.9,0.66,0.47,1.55,0.38,,0.71,,,,0.18,0.69,,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Ishugivirus,Ishugivirus pelohabitans,+ssRNA
                Kemicevirus,2842792,0.33,,0.47,0.48,0.54,0.81,0.59,0.64,0.49,,0.23,0.75,0.38,0.61,0.32,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Kemicevirus,Kemicevirus caenicola,+ssRNA
              Kenoshavirus,2842796,,,,0.35,,,,,,,,,,0.44,,36822.0,Gordonia rubripertincta,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Kenoshavirus,unclassified Kenoshavirus,,dsDNA
                Kinglevirus,2842802,,0.44,0.39,0.35,,,0.94,1.21,0.45,5.08,5.57,,0.23,0.3,0.93,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Timlovirales,Steitzviridae,Kinglevirus,Kinglevirus lutadaptatum,+ssRNA
                Kohmavirus,2842807,,0.24,0.45,0.38,0.21,0.74,0.31,,0.45,,,,,0.78,0.41,1.0,root,Riboviria,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Duinviridae,Kohmavirus,Kohmavirus luticola,+ssRNA
              Mydovirus,2842888,,,,,,,,,,,,0.39,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Mydovirus,unclassified Mydovirus,,dsDNA
              Nochtlivirus,2842908,,,,,,,,,,,,1.55,,,,562.0,Escherichia coli,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Nochtlivirus,Nochtlivirus mEp235,,dsDNA
                Pokkenvirus,2842972,,0.2,,0.45,,,,,,,,,,,,40324.0,Stenotrophomonas maltophilia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Pokkenvirus,Pokkenvirus paxi,dsDNA
              Tinytimothyvirus,2843096,0.17,,,,0.21,,,,,,,0.42,,,,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Tinytimothyvirus,Tinytimothyvirus alex44,,dsDNA
              Wongtaivirus,2843141,,,,,,,,,,,,0.86,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Wongtaivirus,Wongtaivirus ECP1,,dsDNA
                Zurivirus,2843162,,,,0.83,,,,,,,,,,,,303.0,Pseudomonas putida,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Schitoviridae,Zurivirus,Zurivirus zuri,dsDNA
              Audreyjarvisvirus,2843351,,,,0.35,0.48,,0.26,,,,,,,,,1358.0,Lactococcus lactis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Audreyjarvisvirus,Audreyjarvisvirus av949,,dsDNA
                Bcepfunavirus,2843356,,,,,,,,,,,,0.36,,,,152480.0,Burkholderia ambifaria,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lindbergviridae,Bcepfunavirus,Bcepfunavirus bcepF1,dsDNA
              Burrovirus,2843362,1.8,1.96,1.4,5.84,1.69,1.76,2.15,0.98,2.0,1.27,0.36,3.94,1.1,2.52,2.03,104336.0,Microbacterium foliorum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Burrovirus,Burrovirus araxxi,,dsDNA
              Hattifnattvirus,2843390,0.44,,0.68,0.77,0.69,0.46,,,,,,,,1.16,0.48,2654245.0,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Hattifnattvirus,Hattifnattvirus hattifnatt,,dsDNA
                Labanvirus,2843408,0.33,,,0.41,0.25,0.28,,,,,,,,0.58,0.35,2654243.0,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Duneviridae,Labanvirus,Labanvirus laban,dsDNA
              Lillamyvirus,2843418,0.67,0.22,0.43,3.58,1.15,2.19,1.39,,2.8,,,2.27,1.21,1.61,2.41,2654243.0,Flavobacterium sp. LMO6,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Lillamyvirus,Lillamyvirus hemulen,,dsDNA
              Moturavirus,2843423,0.16,0.24,0.19,,0.23,,,,,,,,,,,1389935.0,Achromobacter animicus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Moturavirus,Moturavirus motura,,dsDNA
              Muminvirus,2843426,0.99,1.42,1.69,1.48,2.28,1.19,1.12,,,,,3.01,,2.61,1.67,2654245.0,Flavobacterium sp. LMO9,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Muminvirus,Muminvirus filifjonk,,dsDNA
              Parlovirus,2843433,,,,,,,,,,,,0.33,,,,615.0,Serratia marcescens,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Parlovirus,Parlovirus parlo,,dsDNA
                Privateervirus,2843440,,,,,,,,,,,,0.85,,,,28141.0,Cronobacter sakazakii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Grimontviridae,Privateervirus,Privateervirus pv009,dsDNA
                Yonseivirus,2843478,0.6,0.38,0.21,0.86,0.43,0.32,,,0.49,,,0.65,0.22,0.39,,573.0,Klebsiella pneumoniae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Yonseivirus,Yonseivirus N137,dsDNA
                  Akihdevirus,2942978,,,,0.89,,,,,,,,,,0.83,,76594.0,Cellulophaga baltica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Akihdevirus,dsDNA
                  Kahnovirus,2942979,1.12,0.94,1.31,1.56,2.06,1.34,1.34,1.59,1.25,,,2.57,1.26,1.25,1.53,,,,,,,,,,,
                  Kehishuvirus,2942980,0.36,0.38,0.41,,0.44,0.44,0.29,,0.45,,,0.54,0.27,0.44,0.45,329854.0,Bacteroides intestinalis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Kehishuvirus,dsDNA
                  Paundivirus,2942981,,,,,0.22,,0.26,,,,,,,,0.37,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Steigviridae,Asinivirinae,Paundivirus,dsDNA
                  Afonbuvirus,2942989,0.47,0.32,0.62,0.52,0.7,0.72,0.75,0.91,0.45,0.78,,1.4,0.53,0.67,0.55,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Bearivirinae,Afonbuvirus,dsDNA
                  Canhaevirus,2942990,0.27,,0.31,0.54,0.32,0.38,0.45,0.49,,,,0.74,0.27,0.47,0.43,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Canhaevirus,dsDNA
                  Cohcovirus,2942991,0.36,0.32,0.46,0.57,0.26,0.5,0.59,0.61,0.49,0.85,0.19,0.73,0.38,0.42,0.61,,,,,,,,,,,
                  Culoivirus,2942992,,,,,0.2,,,,,,,,,,,818.0,Bacteroides thetaiotaomicron,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Boorivirinae,Culoivirus,dsDNA
                  Blohavirus,2942993,0.18,,0.21,,,,0.35,,,,,,0.19,,,,,,,,,,,,,
                  Buchavirus,2942994,0.29,0.34,0.19,,0.35,0.32,0.59,0.42,,,,0.33,0.35,0.3,,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,Suoliviridae,Loutivirinae,Buchavirus,dsDNA
                Phobosvirus,2943014,,,,,,,,,,,,0.85,,,,321.0,Pseudomonas syringae pv. syringae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudoviricetes incertae sedis,Casjensviridae,Phobosvirus,Phobosvirus phobos,dsDNA
