name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,89399.0,Rhinolophus sinicus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9432.0,Miniopterus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9433.0,Miniopterus schreibersii,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9739.0,Tursiops truncatus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9913.0,Bos taurus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9704.0,Zalophus californianus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9598.0,Pan troglodytes,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9541.0,Macaca fascicularis,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9874.0,Odocoileus virginianus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,77214.0,Eidolon helvum,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9796.0,Equus caballus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,10141.0,Cavia porcellus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,10090.0,Mus musculus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,39030.0,Apodemus agrarius,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,29073.0,Ursus maritimus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,10009.0,Tamiasciurus hudsonicus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,55149.0,Sciurus vulgaris,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9407.0,Rousettus aegyptiacus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9539.0,Macaca,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9549.0,Macaca sp.,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,60710.0,Chlorocebus pygerythrus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9556.0,Papio cynocephalus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9592.0,Gorilla,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9597.0,Pan paniscus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,61622.0,Rhinopithecus roxellana,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9528.0,Cercopithecinae,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,30543.0,Conepatus leuconotus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,202457.0,Plecturocebus cupreus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,0.04,,,,,,0.08,,9394.0,Tupaia,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4039.0,Daucus carota,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus carotae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4100.0,Nicotiana benthamiana,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus carotae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4236.0,Lactuca sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus stellatum,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4041.0,Pastinaca sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4045.0,Apium graveolens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,4047.0,Coriandrum sativum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,40888.0,Anthriscus cerefolium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,40919.0,Heracleum sphondylium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,40922.0,Anethum graveolens,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,40954.0,Aethusa cynapium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,48027.0,Anthriscus sylvestris,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,49576.0,Torilis japonica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,105274.0,Chaerophyllum temulum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sequivirus,12057,,,,,,,,,0.16,0.1,0.07,0.34,305795.0,Oenanthe aquatica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales,Secoviridae,Sequivirus,Sequivirus pastinacae,
Sobemovirus,12137,,,,,,,,,0.3,,,,35608.0,Artemisia annua,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus ARTVA,
Sobemovirus,12137,,,,,,,,,0.3,,,,69266.0,Vaccinium corymbosum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,,,,,,,,0.3,,,,472369.0,Vaccinium angustifolium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3394667.0,Vaccinium sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,,,,,,,,0.3,,,,4509.0,Dactylis glomerata,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,4565.0,Triticum aestivum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,112607.0,Cymbidium goeringii,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CYCMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,80369.0,Imperata cylindrica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,1056900.0,Ophiuros exaltatus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3879.0,Medicago sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,
Sobemovirus,12137,,,,,,,,,0.3,,,,78534.0,Trigonella foenum-graecum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3649.0,Carica papaya,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus PLYV,
Sobemovirus,12137,,,,,,,,,0.3,,,,126903.0,Physalis peruviana,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus PHYRMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,4530.0,Oryza sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus RYMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,4577.0,Zea mays,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus ROMOV,
Sobemovirus,12137,,,,,,,,,0.3,,,,4498.0,Avena sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus RGMOV,
Sobemovirus,12137,,,,,,,,,0.3,,,,206309.0,Sesbania grandiflora,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SEMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,8570.0,Serpentes,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SMAMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,81866.0,Nicotiana clevelandii,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SNMOV,
Sobemovirus,12137,,,,,,,,,0.3,,,,85267.0,Solanum nodiflorum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SNMOV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3885.0,Phaseolus vulgaris,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SBMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3847.0,Glycine max,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3915.0,Vigna mungo,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3917.0,Vigna unguiculata,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCPMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3162414.0,Rubus sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SOMV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3900.0,Trifolium subterraneum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus SCMOV,
Sobemovirus,12137,,,,,,,,,0.3,,,,3711.0,Brassica rapa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus TROV,
Sobemovirus,12137,,,,,,,,,0.3,,,,49454.0,Nicotiana velutina,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus VTMOV,
Tombusvirus,12141,,,,0.05,,,,,,,,,,,,,,,,,,,
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3864.0,Lens culinaris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3870.0,Lupinus albus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3885.0,Phaseolus vulgaris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3888.0,Lathyrus oleraceus,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3906.0,Vicia faba,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3907.0,Vicia faba var. minor,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3912.0,Vicia narbonensis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,3920.0,Vigna unguiculata subsp. unguiculata,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4076.0,Datura stramonium,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4100.0,Nicotiana benthamiana,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4102.0,Petunia x hybrida,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,49792.0,Anagyris,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,49793.0,Anagyris foetida,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,81866.0,Nicotiana clevelandii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,118703.0,Nicotiana megalosiphon,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,299721.0,Sulla coronaria,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,1215880.0,Vicia faba var. major,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus anagyris,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,172790.0,Solanum phureja,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus latandigenum,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4088.0,Nicotiana quadrivalvis var. bigelovii,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus mosandigenum,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4113.0,Solanum tuberosum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus mosandigenum,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,113195.0,Asclepias viridis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,unclassified Tymovirus,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,184140.0,Sicyos edulis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus chayotis,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,165789.0,Capsicum annuum var. glabriusculum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus chiltepini,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,255860.0,Diascia,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,unclassified Tymovirus,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,45834.0,Solanum dulcamara,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus dulcamarae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4081.0,Solanum lycopersicum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,4111.0,Solanum melongena,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,45840.0,Solanum seaforthianum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus melongenae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,65352.0,Erysimum,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus erysimi,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,53866.0,Desmodium,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,53889.0,Indigofera australis,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA
Tymovirus,12148,,,,,,,0.19,,0.16,0.26,0.06,,76709.0,Kennedia rubicunda,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Tymoviridae,Tymovirus,Tymovirus kennedyae,+ssRNA
