name,taxid,ERR14789175,ERR14789176,ERR14789177,ERR14789178,ERR14789179,ERR14789182,ERR14789183,ERR14789184,ERR14789185,ERR14789186,ERR14789187,ERR14789188,ERR14789189,ERR14789190,host tax id,host name,realm,kingdom,phylum,class,order,family,genus,species,baltimore_class
Simplexvirus,10294,,,,,,,,,,,,,,0.08,1562770.0,Pteropus sp.,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,dsDNA
Simplexvirus,10294,,,,,,,,,,,,,,0.08,166054.0,Pteropus lylei,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,dsDNA
Simplexvirus,10294,,,,,,,,,,,,,,0.08,9481.0,Callithrix,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,dsDNA
Simplexvirus,10294,,,,,,,,,,,,,,0.08,9520.0,Saimiri,Duplodnaviria,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Alphaherpesvirinae,Simplexvirus,dsDNA
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9555.0,Papio anubis,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,59473.0,Pipistrellus nathusii,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,59474.0,Pipistrellus pipistrellus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9534.0,Chlorocebus aethiops,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9606.0,Homo sapiens,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9615.0,Canis lupus familiaris,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9823.0,Sus scrofa,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,203696.0,Myotis pilosus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,225399.0,Myotis chinensis,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,105273.0,Vespertilio sinensis,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,27674.0,Corynorhinus rafinesquii,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9402.0,Pteropus alecto,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9408.0,Rousettus leschenaultii,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9544.0,Macaca mulatta,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,89399.0,Rhinolophus sinicus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9432.0,Miniopterus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9433.0,Miniopterus schreibersii,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9739.0,Tursiops truncatus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9913.0,Bos taurus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9704.0,Zalophus californianus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9598.0,Pan troglodytes,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9541.0,Macaca fascicularis,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9874.0,Odocoileus virginianus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,77214.0,Eidolon helvum,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9796.0,Equus caballus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,10141.0,Cavia porcellus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,10090.0,Mus musculus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,39030.0,Apodemus agrarius,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,29073.0,Ursus maritimus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,10009.0,Tamiasciurus hudsonicus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,55149.0,Sciurus vulgaris,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9407.0,Rousettus aegyptiacus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9539.0,Macaca,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9549.0,Macaca sp.,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,60710.0,Chlorocebus pygerythrus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9556.0,Papio cynocephalus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9592.0,Gorilla,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9597.0,Pan paniscus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,61622.0,Rhinopithecus roxellana,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9528.0,Cercopithecinae,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,30543.0,Conepatus leuconotus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,202457.0,Plecturocebus cupreus,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Mastadenovirus,10509,,,,,,,,,,,0.15,0.33,,0.09,9394.0,Tupaia,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polisuviricotina,Pharingeaviricetes,Rowavirales,Adenoviridae,Mastadenovirus,
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,67825.0,Citrobacter rodentium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,870963.0,Escherichia coli O127:B8,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,991915.0,Escherichia coli O121:H19,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,373045.0,Escherichia coli O111:NM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,376725.0,Escherichia coli O103:H2,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,37762.0,Escherichia coli B,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,543.0,Enterobacteriaceae,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,83333.0,Escherichia coli K-12,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,679895.0,Escherichia coli BW25113,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,511145.0,Escherichia coli str. K-12 substr. MG1655,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1322345.0,Escherichia coli ATCC 25922,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,564.0,Escherichia fergusonii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,316385.0,Escherichia coli str. K-12 substr. DH10B,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1389955.0,Escherichia coli ATCC 35150,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,623.0,Shigella flexneri,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,199310.0,Escherichia coli CFT073,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1.0,root,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,2056315.0,Escherichia coli O177,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,2072463.0,Escherichia coli O78,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,668369.0,Escherichia coli DH5[alpha],Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1411081.0,Escherichia coli NDM-1,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,2072453.0,Escherichia coli O104,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1446604.0,Escherichia coli O156:H25,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,546367.0,Hafnia paralvei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,28901.0,Salmonella enterica,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,149539.0,Salmonella enterica subsp. enterica serovar Enteritidis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,594.0,Salmonella enterica subsp. enterica serovar Gallinarum,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,272989.0,Salmonella enterica subsp. enterica serovar Enteritidis str. LK5,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,42897.0,Shigella flexneri 2a,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,624.0,Shigella sonnei,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,621.0,Shigella boydii,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1935181.0,Shigella flexneri 1c,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,620.0,Shigella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,1280.0,Staphylococcus aureus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,40323.0,Stenotrophomonas,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,633.0,Yersinia pseudotuberculosis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Tequatrovirus,10663,,,,,,,,,0.09,,,,,,367190.0,Yersinia similis,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tevenvirinae,Tequatrovirus,dsDNA
Enterovirus,12059,,,,,,,0.02,,0.09,0.06,,,,,,,,,,,,,,,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,35608.0,Artemisia annua,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus ARTVA,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,69266.0,Vaccinium corymbosum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,472369.0,Vaccinium angustifolium,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,3394667.0,Vaccinium sp.,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus BSSV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,4509.0,Dactylis glomerata,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,4565.0,Triticum aestivum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CFMV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,112607.0,Cymbidium goeringii,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus CYCMV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,80369.0,Imperata cylindrica,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,1056900.0,Ophiuros exaltatus,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus IYMV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,3879.0,Medicago sativa,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,
Sobemovirus,12137,,0.16,,,,,,,,0.1,,,,,78534.0,Trigonella foenum-graecum,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Sobemovirus,Sobemovirus LTSV,
